question_id,category,company,role,round,topic,difficulty,question,evidence_type,source_note
3242,Product Companies,Oracle,Backend Engineer,Coding Round,DSA,Medium,"What performance problems can occur with DSA, and how would you identify them? Mention the main metrics you would monitor.",Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
3243,Automotive Companies,Toyota,QA Engineer,Technical Round,Battery Management,Medium,How would you debug a failure involving Battery Management in a vehicle? Mention the main metrics you would monitor.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
3244,Product Companies,SAP,Backend Engineer,HR Round,Debugging,Medium,How would you debug a production issue involving Debugging? Include the key trade-offs.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
3245,Cloud Companies,SAP,DevOps Engineer,Technical Round,CI/CD,Easy,How would you design a highly available system using CI/CD? Explain how you would test your solution.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
3246,Product Companies,VMware,Systems Engineer,Technical Round,DSA,Medium,"What performance problems can occur with DSA, and how would you identify them? Give a concrete example.",Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
3247,Service Companies,Wipro,ML Engineer,System Design,Agile,Medium,How would you optimize a solution that uses Agile? Give a concrete example.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
3248,Cloud Companies,Cisco,Software Engineer,Managerial Round,Cloud Architecture,Medium,How would you scale a system built around Cloud Architecture? Discuss common failure cases.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
3249,Product Companies,ServiceNow,Cloud Engineer,Online Assessment,Python,Medium,What are the most important trade-offs when working with Python? Explain how you would test your solution.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
3250,AI/ML Companies,Oracle,QA Engineer,HR Round,System Design,Hard,Compare two approaches commonly used for System Design. Include the key trade-offs.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
3251,Cloud Companies,Microsoft,Systems Engineer,System Design,Docker,Medium,How would you troubleshoot a failure involving Docker? Include the key trade-offs.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
3252,AI/ML Companies,AMD,Data Engineer,Managerial Round,Statistics,Hard,How would you build a solution using Statistics for a real-world problem? Give a concrete example.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
3253,Cloud Companies,Akamai,Software Engineer,Coding Round,AWS/Azure/GCP Concepts,Hard,Explain AWS/Azure/GCP Concepts and describe a practical production use case. Assume the system is used at large scale.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
3254,Cloud Companies,Nutanix,DevOps Engineer,Technical Round,Networking,Medium,How would you design a highly available system using Networking? Include the key trade-offs.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
3255,Service Companies,Deloitte,Frontend Engineer,Technical Round,Cloud Basics,Medium,What are the common mistakes candidates make when working with Cloud Basics? Consider both performance and maintainability.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
3256,AI/ML Companies,AMD,Full Stack Engineer,Coding Round,Python,Easy,"How would you improve the accuracy, latency, or reliability of a system using Python? Describe the approach step by step.",Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
3257,Service Companies,NTT DATA,Software Engineer,Coding Round,Java,Hard,How would you explain Java to a non-technical client? Consider both performance and maintainability.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
